title,desc,url,type,pcm_price,pw_price,bills_included,available_now,location,new_today
b'Canary Wharf/ Amazing House to Let',b'\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbdGlorious Views Canary Wharf Style\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbd\xc3\xaf\xc2\xbf\xc2\xbdLocated right by the River Thames for amazing views. This property is a short distance...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13944652&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,Single + 3 doubles,,149-195,True,False,Canary Wharf (E14),False
b'Large Double Room in Beautiful Victorian House',"b'We have two beautiful double rooms in a large Victorian houseshare less than 5 mins walk to Clapham Junction station, with Clapham Common at one end...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=1686988&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,2 doubles,050-200,,True,True,Clapham (SW11),False
b'Lovely houseshare near Clapham Junction',b'We have a spacious ensuite double bedroom available and another beautiful double bedroom available from the 23/10/2019 in a grand Victorian house just...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=5789908&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,2 doubles,050-275,,True,False,Clapham (SW11),False
"b""Nine Elms Double! Above Sainbury's!""",b'Fully furnished new build flat minutes from tube with excellent links right on the doorstep. Noise levels are low. The flat is a new build flat...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10236763&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,Double room,200,,True,False,Nine Elms (SW8),False
b'Battersea@Vauxhall@Double Rooms@',b'REFURBISHED PROPERTY!!! COSY DOUBLE ROOMS IN SOUTH LONDON!! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938340&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,2 doubles,,215-220,True,True,Battersea (SW8),False
"b""Sheperd's Bush - Beautiful Room Available Now!""",b'REFURBISHED PROPERTY!!! COSY DOUBLE ROOMS IN WEST LONDON!! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938622&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D420&,2 doubles,,175-185,True,True,Shepherds Bush (W12),False
"b""Bright Double Bedroom in Earl's Court""","b'Hi, you are viewing a double bedroom in a bright basement level flat that is fully furnished with a double bed, large built-in wardrobe, and a...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13789729&search_id=885030262&offset=430&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,,196,True,False,London W8 (W8),False
"b""King's Cross@ Angel@ Bright Double @Living Room@""",b'NEW PROPERTY!!! COSY DOUBLE ROOM IN CENTRAL LONDON!! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of London...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938772&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,,215,True,True,King's Cross (N1),False
b'Camden @ Kentish Town@ 5 Min to the Station@',b'REFURBISHED PROPERTY!!! COSY DOUBLE ROOMS IN NORTH LONDON!! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938910&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,2 doubles,,185-200,True,True,Kentish Town (NW5),False
b'Maida Vale@ Marylebone @Massive Doubles@',b'REFURBISHED PROPERTY!!! COSY DOUBLE ROOMS IN CENTRAL LONDON !! AVAILABLE NOW!!! NO FEES!!!INCL ALL BILLS!!!This room is located in the heart of...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13938982&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,2 doubles,,225-235,True,True,Marylebone (NW8),False
b'Dalston | Double Room for a single person',b'We don`t charge any fees!!beautiful double room available in a newly refurbished houseAvailable NOW  Features: * Large Communal Garden *...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8439022&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,825,,False,False,Dalston (E8),False
b'Great size double room - Brixton Hill',b'Brixton Hill Tube Station 10 minute walk. 2 Great size double rooms available in secluded property away from the main road.Its 3 bedroom flat...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=6612907&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,800,,True,False,Brixton (SW2),False
b'Creative Warehouse Seeks New Person',"b'We have a spacious, high ceiling room with a large south facing window within a magnificent converted victorian warehouse [& listed building] on the...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=12728806&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,860,,True,False,Stoke Newington (N16),False
b'Double room with Balcony/ Canary wharf/All Saints',b'HiThere is a new opportunity to rent this ideally located 1 room with double bed/ ideal for 1 person or 2 near All Saints AVAILABLE from 5th nov ...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13931443&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,,190,True,False,Canary Wharf (E14),False
b'Covent Garden Short Stay Dble room for female',"b'*Available Sunday 3rd November for a short stay until approx Sunday 22 December (7 weeks) suit a single female guest* On offer: Attractive, quiet,...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=8666707&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,,230,True,False,Covent Garden (WC2),False
b'New refurbished property in Canary Wharf',"b'just got availablebeautiful spacious double in Canary Wharfjust 6 minutes walking distance from the stationamazing area, great access to the...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9985567&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,,180,True,True,Canary Wharf (E14),False
"b'Fantastic price, double bedroom in zone 2~'","b'Beautiful double bedroom in zone 2, minutes to Bow station and Mile end( central line)180\xc3\x82\xc2\xa3pw ALL BILLS INLCLUDEDshare only with young...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9736150&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D430&,Double room,,180,True,True,Mile End (E3),False
b'Beautiful Huge Bedroom in cosy flat',b'The 3-bedroom flat is in Zone 2 just off Holloway Road on a quiet residential street. It takes 25min from our doorstep to Piccadilly Circus via public...',https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=13804645&search_id=885030262&offset=440&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,,275,True,True,Islington (N7),False
"b'# Fantastic room in Angel, available now'","b'Room just in the heart of London is now available3 minutes away from Angel station ( nothern line)Zone 1, absolutely close to everythinglow...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=10156645&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,,200,True,True,Angel (N1),False
b'Gorgeous double in perfect area !!!',b'Available right now !Few minutes from London Bridgevery good access to every corner of the city !Perfect for couples or single use ! (even two...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=9328288&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,,195,True,True,Bermondsey (SE16),False
b'Amazing Deal for Nice Twin Room',b'I have a great double room available 4 minutes\xc3\xa2\xc2\x80\xc2\x99 walk from Shadwell DLR Station with very good connections to:-\t4 mins walk to Shadwell...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=11286769&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,,180,True,True,Shadwell (E1),False
b'Fully furnished  2 double bedrooms Camberwell',"b'Hi, I\xc3\xa2\xc2\x80\xc2\x99m Ve.  I am looking for 2 flat mates as I am moving out, respectful, clean, non-smokers.\xc3\x82\xc2\xa3850 Bills included (gas\xc3\xa2\xc2\x80\xc2\x99 electric WiFi)....'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13910689&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,2 doubles,850,,True,False,Camberwell (SE5),False
b'Last Room in Archway',b'\xc3\xa2\xc2\x9c\xc2\x94 ALL BILLS INCLUDED & Free WiFi\xc3\xb0\xc2\x9f\xc2\x94\xc2\x9d Recently refurbished\xc3\xa2\xc2\x80\xc2\xa2 Very bright double room available in a 3-bedroom flat with fully equipped...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13926313&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,820,,True,True,Archway (N19),False
b'Double in amazing house in Clapham Junction',"b'We have a  double room becoming available in our modern house in Clapham JunctionThe house itself is incredible, finished to a really high, modern...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13758475&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,795,,False,False,Clapham Junction (SW11),False
b'Lovely Room In Shoreditch Centre',b'Fantastic 3 bedroom flat is coming available to be rented as 4 individual rooms in Shoreditch. This property is located very close to Shoreditch...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13939000&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Single room,,180,True,False,Shoreditch (E2),False
b'Cosy room in Stepney Green E1',"b'We are delighted to put on the market this amazing room in a 6 bedroom house close to Whitechapel E1, Property is maintained extremely well and...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13937365&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,,190,True,False,Stepney Green (E1),False
b'Geek/gamer-friendly double room in Islington!',"b""Hi there! Trying a more descriptive approach for this ad since frankly I'm hoping to find a particular type of person to share with.The property...""",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13760500&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,Double room,817,,False,True,Islington (N7),False
b'Park side apartment available for',b'Peaceful apartment available from November 2019Looking for sociable flatmate(s) to share the lovely living space right on the doorstep with...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13924075&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D440&,2 doubles,200-400,,True,False,Battersea park (SW11),False
b'Luxury home in Clapham Junction',"b'Beautifully finished 6 bedroom home in the heart of Clapham Junction.The monthly rent takes care of everything in one monthly bill. Water, gas and...'",https://www.spareroom.co.uk/flatshare/fad_click.pl?fad_id=7698517&search_id=885030262&offset=450&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D450&,5 doubles,127-257,,True,True,Clapham Junction (SW11),False
b'Zone 1 - Luxury Double Room in Modern Town House',b'*A LARGE Double bedroom to let in a luxury three-storey modern end-of-terrace property - *TWO Large living rooms/ lounges in zone 1 (By elephant and...',https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=2059481&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D450&,Double room,,208,True,False,London SE1 (SE1),False
b'Whitechapel/Stepney extraDouble withbalcony 2Toile',"b'This area 24hours ,restaurants, gym ,Shop ,#Available 27th of October.#2toilets #Extra double with privet balcony.#single use \xc3\x82\xc2\xa3180pw /Couple...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13893658&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D450&,Double room,,180,True,False,Whitechapel (E1),False
b'Huge Double Room in Manor House!!! No Fees',"b'200 PW HUGE DOUBLE ROOM, WALKING DISTANCE TO THE STATION!!!Huge beautiful room has just become available in Manor House. The rooms come...'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13530334&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D450&,Double room,,200,True,True,Manor House (N4),False
"b'Double Near Brick Ln, Move Asap. Couples Welcome'","b'195 PW DOUBLE ROOMS, WALKING DISTANCE TO THE STATION AND CLOSE TO BRICK LN!!!A beautiful double room has just become available in Whitechapel....'",https://www.spareroom.co.uk/flatshare/flatshare_detail.pl?flatshare_id=13530442&search_id=885030262&city_id=&flatshare_type=offered&search_results=%2Fflatshare%2F%3Fsearch_id%3D885030262%26offset%3D450&,Double room,,195,True,True,Brick Lane (E1),False
